"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LMI","Lower-middle-income","","SWZ","Eswatini","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2013","2013","","AFR","Africa","","WB_LMI","Lower-middle-income","","SWZ","Eswatini","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AFR","Africa","","WB_HI","High-income","","SYC","Seychelles","","10","10.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1986","1986","","AFR","Africa","","WB_HI","High-income","","SYC","Seychelles","","4","4.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","AFR","Africa","","WB_HI","High-income","","SYC","Seychelles","","2","2.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1988","1988","","AFR","Africa","","WB_HI","High-income","","SYC","Seychelles","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","AFR","Africa","","WB_HI","High-income","","SYC","Seychelles","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2004","2004","","AFR","Africa","","WB_HI","High-income","","SYC","Seychelles","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","AFR","Africa","","WB_HI","High-income","","SYC","Seychelles","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2006","2006","","AFR","Africa","","WB_HI","High-income","","SYC","Seychelles","","10","10.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1975","1975","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","2057","2057.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1976","1976","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","1054","1054.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1977","1977","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","1492","1492.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1978","1978","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","1062","1062.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1979","1979","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","1664","1664.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","374","374.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","2300","2300.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","1334","1334.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","1362","1362.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","22","22.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","26","26.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2011","2011","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","13","13.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","WB_LI","Low-income","","SYR","Syrian Arab Republic","","13","13.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1982","1982","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","1223","1223.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1983","1983","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","5160","5160.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1984","1984","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","6921","6921.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","6430","6430.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1998","1998","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","12371","12371.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","6868","6868.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","3546","3546.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","24908","24908.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","418","418.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2016","2016","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","118","118.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","9","9.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2018","2018","","AFR","Africa","","WB_LI","Low-income","","TCD","Chad","","1457","1457.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","AFR","Africa","","WB_LI","Low-income","","TGO","Togo","","10111","10111.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1988","1988","","AFR","Africa","","WB_LI","Low-income","","TGO","Togo","","17577","17577.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1989","1989","","AFR","Africa","","WB_LI","Low-income","","TGO","Togo","","3499","3499.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","TGO","Togo","","4548","4548.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","AFR","Africa","","WB_LI","Low-income","","TGO","Togo","","295","295.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2004","2004","","AFR","Africa","","WB_LI","Low-income","","TGO","Togo","","61","61.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","AFR","Africa","","WB_LI","Low-income","","TGO","Togo","","38","38.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2006","2006","","AFR","Africa","","WB_LI","Low-income","","TGO","Togo","","26","26.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2007","2007","","AFR","Africa","","WB_LI","Low-income","","TGO","Togo","","8","8.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1975","1975","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","3392","3392.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1976","1976","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","5538","5538.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1977","1977","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","8775","8775.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1978","1978","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","8502","8502.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","7892","7892.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","17851","17851.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","38659","38659.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1995","1995","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","11112","11112.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","6071","6071.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","2583","2583.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","WB_UMI","Upper-middle-income","","THA","Thailand","","3156","3156.00000","","","","",""
